,id,campaign_id,coupon_id,customer_id,campaign_type,start_date,end_date,campaign_type_X,campaign_type_Y,campaign_duration_days,age_range,marital_status,rented,family_size,no_of_children,income_bracket,age_range_18-25,age_range_26-35,age_range_36-45,age_range_46-55,age_range_56-70,age_range_70+,marital_status_Married,marital_status_Single,has_demographics,n_category_matches,n_brand_matches,coupon_relevance_ratio,n_transactions,total_spend,avg_spend,coupon_usage_rate,coupon_discount_ratio
6419,16287,18,223,1056,X,2013-08-10,2013-10-04,1,0,55,36-45,Married,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1414,492,1.1607795371498173,1642,141073.78999999998,85.91582825822167,0.028014616321559074,0.011495969591516612
6420,16288,23,799,239,Y,2013-10-08,2013-11-15,0,1,38,36-45,Married,0.0,3.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,2496,43,0.8130003202049312,3123,300864.52,96.33830291386488,0.004162664105027218,0.001379192202523581
6421,16289,18,684,1518,X,2013-08-10,2013-10-04,1,0,55,36-45,Married,0.0,3.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1723,35,0.7901123595505618,2225,283213.49,127.28696179775281,0.038651685393258424,0.008232835236767853
6422,16290,17,1077,949,Y,2013-07-29,2013-08-30,0,1,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,677,3,0.8970976253298153,758,79008.87,104.2333377308707,0.002638522427440633,0.0013750354865219563
6423,16292,20,840,64,Y,2013-09-07,2013-11-16,0,1,70,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,71,0,0.06484018264840183,1095,126067.06999999999,115.12974429223743,0.015525114155251141,0.009567050301081799
6424,16296,18,210,810,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,981,409,1.0643185298621747,1306,102741.72,78.6690045941807,0.0,-0.0
6425,16306,18,680,1043,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,760,24,0.7545717035611165,1039,120126.6,115.6175168431184,0.009624639076034648,0.003184473713565522
6426,16311,23,799,575,Y,2013-10-08,2013-11-15,0,1,38,56-70,Married,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,776,2,0.7531461761858664,1033,193072.91999999998,186.90505324298158,0.00484027105517909,0.0004704440166958682
6427,16312,16,549,51,Y,2013-07-15,2013-08-16,0,1,32,70+,Married,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,4,3,0.01232394366197183,568,42836.630000000005,75.41660211267606,0.01584507042253521,0.015175330085489916
6428,16315,19,664,255,Y,2013-08-26,2013-09-27,0,1,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,66,0,0.24,275,32682.89,118.84687272727273,0.0,-0.0
6429,16317,18,222,408,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,396,98,0.8591304347826086,575,57283.3,99.62313043478261,0.006956521739130435,0.003140182217155785
6430,16321,20,841,284,Y,2013-09-07,2013-11-16,0,1,70,36-45,Married,0.0,2.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,57,5,0.11313868613138686,548,57565.49,105.04651459854014,0.04927007299270073,0.01918180493208691
6431,16325,18,196,338,X,2013-08-10,2013-10-04,1,0,55,46-55,Married,0.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,493,147,0.9653092006033183,663,78651.81,118.63018099547511,0.004524886877828055,0.0008377429584900843
6432,16326,18,238,197,X,2013-08-10,2013-10-04,1,0,55,18-25,Married,0.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,754,377,1.1635802469135803,972,90740.25999999998,93.3541769547325,0.07818930041152264,0.03500331605838468
6433,16329,16,959,432,Y,2013-07-15,2013-08-16,0,1,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,389,0,0.19049951028403525,2042,219954.88,107.71541625857003,0.002938295788442703,0.0022250472460533725
6434,16331,17,781,557,Y,2013-07-29,2013-08-30,0,1,32,26-35,Married,0.0,3.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1157,14,0.7864338482202821,1489,129980.37000000001,87.29373404969779,0.000671591672263264,0.0002740413802484175
6435,16332,18,202,1027,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,472,272,1.1961414790996785,622,52708.759999999995,84.74077170418006,0.0,-0.0
6436,16335,22,540,103,X,2013-09-16,2013-10-18,1,0,32,46-55,Married,0.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1192,0,0.6870317002881844,1735,268786.20999999996,154.92000576368875,0.0,-0.0
6437,16336,18,774,28,X,2013-08-10,2013-10-04,1,0,55,46-55,Married,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1098,3,0.5362883584997564,2053,272161.88,132.56789089137848,0.0034096444227959084,0.000850670196722627
6438,16339,18,387,650,X,2013-08-10,2013-10-04,1,0,55,46-55,Married,0.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,872,2,0.8122676579925651,1076,90976.86,84.55098513011153,0.013940520446096654,0.004580835170613714
6439,16341,18,245,1222,X,2013-08-10,2013-10-04,1,0,55,46-55,Married,0.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,23,0,0.04212454212454213,546,58140.67,106.48474358974359,0.0018315018315018315,0.000245095214761027
6440,16342,20,843,253,Y,2013-09-07,2013-11-16,0,1,70,36-45,Married,0.0,3.0,1.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1220,26,0.7299355594610427,1707,223709.02000000002,131.05390743995315,0.0005858230814294083,5.57420527790967e-05
6441,16349,18,543,1477,X,2013-08-10,2013-10-04,1,0,55,46-55,Married,0.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,282,1,0.14840062926061878,1907,147174.49,77.17592553749344,0.0036706869428421605,0.002016042318203379
6442,16364,17,1038,696,Y,2013-07-29,2013-08-30,0,1,32,46-55,Married,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,523,0,0.8879456706281834,589,36005.78,61.130356536502546,0.0,-0.0
6443,16372,18,624,901,X,2013-08-10,2013-10-04,1,0,55,26-35,Married,0.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1231,8,0.8343434343434344,1485,113306.97,76.3009898989899,0.07205387205387205,0.026148700296195367
6444,16375,25,1069,396,Y,2013-10-21,2013-11-22,0,1,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,780,1,0.6709621993127147,1164,163037.8,140.0668384879725,0.006013745704467354,0.0016823092558903518
6445,16376,22,927,153,X,2013-09-16,2013-10-18,1,0,32,46-55,Married,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,948,0,0.6945054945054945,1365,80766.03,59.16925274725275,0.063003663003663,0.03118885501738788
6446,16378,19,259,377,Y,2013-08-26,2013-09-27,0,1,32,18-25,Married,1.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,308,0,0.27822944896115626,1107,115216.49,104.07993676603434,0.004516711833785004,0.0017157266290615172
6447,16380,18,493,662,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0,0.15454545454545454,110,14014.6,127.40545454545455,0.0,-0.0
6448,16382,18,592,744,X,2013-08-10,2013-10-04,1,0,55,70+,Married,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,794,0,0.7971887550200804,996,82425.6,82.7566265060241,0.0,-0.0
6449,16385,17,1069,608,Y,2013-07-29,2013-08-30,0,1,32,26-35,Married,0.0,2.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,881,7,0.7956989247311828,1116,123612.03,110.76346774193549,0.03046594982078853,0.007258435930548183
6450,16386,18,848,1336,X,2013-08-10,2013-10-04,1,0,55,36-45,Married,0.0,5.0,3.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1573,4,0.7267281105990784,2170,331724.68999999994,152.86852073732717,0.0792626728110599,0.01566316935890422
6451,16391,18,1054,772,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1044,0,0.7441197434069851,1403,133419.34,95.09575196008552,0.006414825374198147,0.0036496208120951577
6452,16401,25,295,911,Y,2013-10-21,2013-11-22,0,1,32,46-55,Married,0.0,3.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,2078,1,0.5775,3600,433649.02999999997,120.45806388888889,0.01361111111111111,0.003324969964766207
6453,16402,25,522,510,Y,2013-10-21,2013-11-22,0,1,32,26-35,Married,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1236,27,0.769183922046285,1642,161811.27000000002,98.54523142509136,0.0341047503045067,0.014737848605971634
6454,16403,25,415,911,Y,2013-10-21,2013-11-22,0,1,32,46-55,Married,0.0,3.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,2078,63,0.5947222222222223,3600,433649.02999999997,120.45806388888889,0.01361111111111111,0.003324969964766207
6455,16404,20,1094,78,Y,2013-09-07,2013-11-16,0,1,70,36-45,Married,0.0,4.0,2.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,204,1,0.07741691842900301,2648,355838.01999999996,134.379916918429,0.01850453172205438,0.003993980182331276
6456,16406,22,452,231,X,2013-09-16,2013-10-18,1,0,32,46-55,Married,0.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1768,3,0.8260261194029851,2144,157053.33,73.25248600746268,0.006063432835820896,0.004533746594230126
6457,16407,20,837,981,Y,2013-09-07,2013-11-16,0,1,70,36-45,Married,0.0,2.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,99,2,0.09960552268244575,1014,166799.81,164.4968540433925,0.006903353057199211,0.0014520999754136412
6458,16410,18,573,1516,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0007656967840735069,1306,114603.81,87.7517687595712,0.0030627871362940277,0.002020177165139623
6459,16412,18,877,1031,X,2013-08-10,2013-10-04,1,0,55,36-45,Married,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,629,35,0.8217821782178217,808,104345.51999999999,129.14049504950495,0.05816831683168317,0.02277548667158878
6460,16414,18,777,979,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,453,0,0.6072386058981233,746,100192.05,134.30569705093833,0.0013404825737265416,0.0003555172291613955
6461,16415,22,993,1386,X,2013-09-16,2013-10-18,1,0,32,18-25,Married,0.0,3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1145,0,0.8303118201595359,1379,132154.91999999998,95.83387962291515,0.01305293691080493,0.004662785161536173
6462,16423,18,230,735,X,2013-08-10,2013-10-04,1,0,55,46-55,Married,0.0,2.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1878,1039,1.2433930093776642,2346,305622.05,130.27367860187553,0.0123614663256607,0.002989345827632528
6463,16424,18,1061,385,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,478,0,0.7198795180722891,664,92710.89,139.6248343373494,0.12650602409638553,0.029921511917316297
6464,16426,18,245,608,X,2013-08-10,2013-10-04,1,0,55,26-35,Married,0.0,2.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,70,0,0.06272401433691756,1116,123612.03,110.76346774193549,0.03046594982078853,0.007258435930548183
6465,16427,18,1045,790,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,132,0,0.19130434782608696,690,76118.86,110.3171884057971,0.002898550724637681,0.001193265374704771
6466,16429,18,903,124,X,2013-08-10,2013-10-04,1,0,55,46-55,Married,0.0,2.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,515,9,0.8073959938366718,649,131255.88999999998,202.243281972265,0.004622496147919877,0.0008141348932988835
6467,16432,18,526,663,X,2013-08-10,2013-10-04,1,0,55,56-70,Married,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,417,4,0.7626811594202898,552,33203.96000000001,60.15210144927537,0.0,-0.0
6468,16434,25,1069,123,Y,2013-10-21,2013-11-22,0,1,32,46-55,Married,0.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,621,7,0.8061617458279846,779,86336.72,110.83019255455713,0.01668806161745828,0.004455809764373721
6469,16436,25,580,1133,Y,2013-10-21,2013-11-22,0,1,32,46-55,Married,0.0,2.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,67,7,0.08515535097813579,869,99346.57,114.32286536248563,0.0,-0.0
6470,16440,18,412,1104,X,2013-08-10,2013-10-04,1,0,55,70+,Married,0.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,52,0,0.06053550640279395,859,72476.63,84.37325960419092,0.009313154831199068,0.0023344076566473907
6471,16441,16,270,1406,Y,2013-07-15,2013-08-16,0,1,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.004310344827586207,232,23937.519999999997,103.17896551724137,0.0,-0.0
6472,16451,18,560,1068,X,2013-08-10,2013-10-04,1,0,55,46-55,Married,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,124,0,0.06368772470467386,1947,305572.4,156.9452491011813,0.02465331278890601,0.010362879631799205
6473,16455,20,397,8,Y,2013-09-07,2013-11-16,0,1,70,26-35,Married,0.0,4.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,277,1,0.2109256449165402,1318,299482.15,227.22469650986343,0.1456752655538695,0.02205570515638411
6474,16459,19,966,1084,Y,2013-08-26,2013-09-27,0,1,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,122,5,0.08094327597195666,1569,137212.62,87.45227533460803,0.0019120458891013384,0.00031156026318861923
6475,16462,18,573,663,X,2013-08-10,2013-10-04,1,0,55,56-70,Married,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,0,0.0,552,33203.96000000001,60.15210144927537,0.0,-0.0
6476,16463,17,174,596,Y,2013-07-29,2013-08-30,0,1,32,46-55,Married,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,2233,1048,1.2442169131588927,2637,183163.04,69.45886992794843,0.010997345468335229,0.005522948297866206
6477,16464,17,981,1379,Y,2013-07-29,2013-08-30,0,1,32,36-45,Married,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,586,3,0.76,775,101790.7,131.3428387096774,0.005161290322580645,0.0006824788512113583
6478,16468,18,869,988,X,2013-08-10,2013-10-04,1,0,55,46-55,Married,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,544,0,0.8035450516986706,677,53355.17,78.81118168389955,0.0029542097488921715,0.0007009629994619078
6479,16469,18,1024,1110,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,272,0,0.768361581920904,354,39630.259999999995,111.9498870056497,0.0,-0.0
6480,16472,18,760,1351,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,479,0,0.7033773861967695,681,114360.76999999999,167.93064610866372,0.004405286343612335,0.0021771451871126788
6481,16473,19,969,1184,Y,2013-08-26,2013-09-27,0,1,32,46-55,Married,0.0,3.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,412,3,0.16004627844195912,2593,264796.29000000004,102.11966448129581,0.006170458927882761,0.006544275979093211
6482,16480,18,199,409,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,723,189,0.8390064397424103,1087,155744.6,143.2793008279669,0.00919963201471941,0.0017312959807274215
6483,16483,18,461,616,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,503,1,0.65625,768,93823.26000000001,122.16570312500001,0.0013020833333333333,0.000569474989464233
6484,16485,17,781,1582,Y,2013-07-29,2013-08-30,0,1,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,579,0,0.6811764705882353,850,117931.44,138.7428705882353,0.07176470588235294,0.01963818978213104
6485,16486,18,219,1415,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,772,189,0.9258188824662813,1038,118769.59,114.42157032755298,0.012524084778420038,0.006562033261207688
6486,16487,22,37,1478,X,2013-09-16,2013-10-18,1,0,32,56-70,Married,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,16,3,0.03525046382189239,539,127600.45000000001,236.73552875695734,0.07606679035250463,0.007090570605354447
6487,16489,22,927,1204,X,2013-09-16,2013-10-18,1,0,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,410,1,0.6838602329450915,601,66745.48,111.0573710482529,0.0033277870216306157,0.0014943333990556364
6488,16491,16,270,355,Y,2013-07-15,2013-08-16,0,1,32,46-55,Married,0.0,2.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,11,0,0.006765067650676507,1626,158595.12,97.5369741697417,0.0036900369003690036,0.0018394008592445975
6489,16495,18,216,1518,X,2013-08-10,2013-10-04,1,0,55,36-45,Married,0.0,3.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1723,628,1.056629213483146,2225,283213.49,127.28696179775281,0.038651685393258424,0.008232835236767853
6490,16497,20,390,1271,Y,2013-09-07,2013-11-16,0,1,70,36-45,Married,0.0,5.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,163,6,0.10966904607397794,1541,169717.93,110.134931862427,0.0006489292667099286,0.0002098776481659893
6491,16498,18,228,1467,X,2013-08-10,2013-10-04,1,0,55,36-45,Married,0.0,2.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,315,88,0.8520084566596194,473,53719.009999999995,113.57084566596194,0.11205073995771671,0.02859155446088824
6492,16501,22,540,876,X,2013-09-16,2013-10-18,1,0,32,36-45,Single,0.0,1.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,482,0,0.6531165311653117,738,97683.03,132.3618292682927,0.013550135501355014,0.0029536348329899267
6493,16503,20,836,1252,Y,2013-09-07,2013-11-16,0,1,70,26-35,Single,0.0,3.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,274,2,0.11362700699876492,2429,296679.05,122.14040757513379,0.004528612597776863,0.001470713890987584
6494,16506,18,1014,632,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,166,0,0.11764705882352941,1411,178743.31,126.67846208362863,0.10134656272147413,0.025324136606846993
6495,16508,18,533,1067,X,2013-08-10,2013-10-04,1,0,55,46-55,Married,0.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,749,27,0.8,970,112354.84999999999,115.82974226804123,0.01134020618556701,0.0020131752211853785
6496,16509,18,255,1308,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,97,0,0.12763157894736843,760,92561.54000000001,121.79150000000001,0.007894736842105263,0.002078076920500674
6497,16511,17,796,616,Y,2013-07-29,2013-08-30,0,1,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,503,2,0.6575520833333334,768,93823.26000000001,122.16570312500001,0.0013020833333333333,0.000569474989464233
6498,16512,18,195,958,X,2013-08-10,2013-10-04,1,0,55,36-45,Single,0.0,1.0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,989,458,0.9089195979899497,1592,164931.41999999998,103.60013819095477,0.0018844221105527637,0.0010754773105088164
6499,16516,16,666,1190,Y,2013-07-15,2013-08-16,0,1,32,56-70,Single,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,321,22,0.43974358974358974,780,103932.43,133.24670512820512,0.0,-0.0
6500,16521,20,403,535,Y,2013-09-07,2013-11-16,0,1,70,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1032,1,0.7208653175157014,1433,140187.36,97.82788555478017,0.0013956734124214933,0.0009147044355496815
6501,16523,17,173,911,Y,2013-07-29,2013-08-30,0,1,32,46-55,Married,0.0,3.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,2078,1,0.5775,3600,433649.02999999997,120.45806388888889,0.01361111111111111,0.003324969964766207
6502,16524,18,1054,1182,X,2013-08-10,2013-10-04,1,0,55,26-35,Married,0.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1556,0,0.7910523640061007,1967,250426.56999999998,127.3139654295882,0.029994916115912557,0.0060021586367612675
6503,16529,25,295,1518,Y,2013-10-21,2013-11-22,0,1,32,36-45,Married,0.0,3.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1723,1,0.7748314606741573,2225,283213.49,127.28696179775281,0.038651685393258424,0.008232835236767853
6504,16530,18,541,1493,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,109,1,0.08668242710795902,1269,130095.09000000001,102.51780141843973,0.02048857368006304,0.007890920402914513
6505,16533,22,583,817,X,2013-09-16,2013-10-18,1,0,32,56-70,Married,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,560,0,0.7368421052631579,760,67744.38,89.13734210526316,0.013157894736842105,0.004889852117622155
6506,16534,18,1024,627,X,2013-08-10,2013-10-04,1,0,55,46-55,Married,0.0,4.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,2343,0,0.6832895888013998,3429,417555.18000000005,121.77170603674543,0.037328667249927096,0.009450966456696812
6507,16535,18,1032,1124,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1022,0,0.6849865951742627,1492,162259.77,108.75319705093833,0.0006702412868632708,0.0002195245315582538
6508,16536,18,887,1087,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,448,11,0.7029096477794793,653,87550.23000000001,134.07385911179173,0.0015313935681470138,0.0004068521578983858
6509,16537,18,411,764,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,270,0,0.6413301662707839,421,49283.94,117.06399049881236,0.0,-0.0
6510,16538,18,892,1416,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,280,0,0.7692307692307693,364,33075.56,90.86692307692307,0.008241758241758242,0.002261488543202292
6511,16542,18,887,1159,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,776,11,0.709009009009009,1110,96763.81,87.1746036036036,0.06036036036036036,0.022189804225360703
6512,16543,17,673,1182,Y,2013-07-29,2013-08-30,0,1,32,26-35,Married,0.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1556,8,0.7951194712760549,1967,250426.56999999998,127.3139654295882,0.029994916115912557,0.0060021586367612675
6513,16547,22,957,661,X,2013-09-16,2013-10-18,1,0,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,402,3,0.6923076923076923,585,76264.93,130.3674017094017,0.013675213675213675,0.004483712238377457
6514,16550,18,1034,564,X,2013-08-10,2013-10-04,1,0,55,36-45,Married,0.0,2.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,366,0,0.48221343873517786,759,124718.91,164.3200395256917,0.023715415019762844,0.0035557558994061124
6515,16557,22,432,958,X,2013-09-16,2013-10-18,1,0,32,36-45,Single,0.0,1.0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,989,3,0.6231155778894473,1592,164931.41999999998,103.60013819095477,0.0018844221105527637,0.0010754773105088164
6516,16561,18,717,165,X,2013-08-10,2013-10-04,1,0,55,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,137,0,0.6462264150943396,212,37663.75,177.65919811320754,0.0047169811320754715,0.0009457369486575287
6517,16565,23,869,1504,Y,2013-10-08,2013-11-15,0,1,38,26-35,Married,0.0,5.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,946,3,0.7288786482334869,1302,147127.21000000002,113.00092933947774,0.006144393241167435,0.0029585282015474903
6518,16567,18,1059,684,X,2013-08-10,2013-10-04,1,0,55,36-45,Married,0.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,675,0,0.7988165680473372,845,64738.76,76.61391715976332,0.01893491124260355,0.010899498229499607
