,id,campaign_id,coupon_id,customer_id,redemption_status,campaign_type,start_date,end_date,campaign_type_X,campaign_type_Y,campaign_duration_days,age_range,marital_status,rented,family_size,no_of_children,income_bracket,age_range_18-25,age_range_26-35,age_range_36-45,age_range_46-55,age_range_56-70,age_range_70+,marital_status_Married,marital_status_Single,has_demographics,n_category_matches,n_brand_matches,coupon_relevance_ratio,n_transactions,total_spend,avg_spend,coupon_usage_rate,coupon_discount_ratio
23489,38510,8,761,1191,0,X,2013-02-16,2013-04-05,1,0,48,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,340,0,0.734341252699784,463,43366.31999999999,93.66375809935204,0.0043196544276457,0.0024641242328147
23490,38512,11,669,302,0,Y,2013-04-22,2013-06-07,0,1,46,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,547,8,0.6793145654834761,817,93509.56,114.45478580171358,0.0097919216646266,0.0046662608614563
23491,38513,29,982,181,0,Y,2012-10-08,2012-11-30,0,1,53,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,303,0,0.679372197309417,446,45989.39,103.11522421524664,0.0067264573991031,0.0017812804214189
23492,38514,12,496,926,0,Y,2013-04-22,2013-05-24,0,1,32,26-35,Single,0.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1224,14,0.7553386211104332,1639,214946.75,131.14505796217205,0.0054911531421598,0.0008931514433225
23493,38516,11,910,829,0,Y,2013-04-22,2013-06-07,0,1,46,46-55,Married,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,85,0,0.1400329489291598,607,48482.86,79.87291598023064,0.0016474464579901,0.0009844716256425
23494,38517,26,973,1463,0,X,2012-08-12,2012-09-21,1,0,40,36-45,Married,0.0,5.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,72,1,0.0764397905759162,955,97806.46,102.41514136125652,0.0136125654450261,0.0060053293003345
23495,38518,13,473,970,0,X,2013-05-19,2013-07-05,1,0,47,46-55,Married,0.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,115,0,0.1577503429355281,729,81868.22,112.30208504801098,0.0109739368998628,0.0028498237777735
23496,38524,8,622,839,0,X,2013-02-16,2013-04-05,1,0,48,46-55,Married,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,586,5,0.7964959568733153,742,94094.56,126.81207547169812,0.0013477088948787,0.0003785553596297
23497,38526,13,162,394,0,X,2013-05-19,2013-07-05,1,0,47,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,116,0.2031523642732049,571,58454.62,102.37236427320492,0.0017513134851138,0.0007616164470832
23498,38527,13,408,1133,0,X,2013-05-19,2013-07-05,1,0,47,46-55,Married,0.0,2.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,561,0,0.75,748,86505.54999999999,115.64913101604276,0.0,-0.0
23499,38528,26,783,191,0,X,2012-08-12,2012-09-21,1,0,40,56-70,Married,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,410,12,0.8210116731517509,514,56517.76,109.95673151750972,0.0058365758754863,0.0009768610787122
23500,38529,29,674,1140,0,Y,2012-10-08,2012-11-30,0,1,53,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,834,12,0.7711941659070192,1097,139823.26,127.45967183226983,0.0082041932543299,0.0016812653345373
23501,38530,30,371,510,0,X,2012-11-19,2013-01-04,1,0,46,26-35,Married,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,721,325,1.1700223713646531,894,89355.37,99.95007829977628,0.0436241610738255,0.0188155451653325
23502,38531,26,752,262,0,X,2012-08-12,2012-09-21,1,0,40,26-35,Married,0.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,447,0,0.7746967071057193,577,68243.63,118.27318890814558,0.0017331022530329,0.0002870597592771
23503,38532,30,920,141,0,X,2012-11-19,2013-01-04,1,0,46,56-70,Married,0.0,2.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,548,2,0.6425233644859814,856,110524.41,129.11730140186916,0.0,-0.0
23504,38534,8,69,250,0,X,2013-02-16,2013-04-05,1,0,48,36-45,Married,0.0,1.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1388,436,0.995090016366612,1833,218125.46,118.99915984724495,0.0376432078559738,0.0089618149114734
23505,38536,13,154,469,0,X,2013-05-19,2013-07-05,1,0,47,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,773,226,1.040625,960,107343.16,111.81579166666668,0.0010416666666666,0.0008295824345025
23506,38537,13,731,407,0,X,2013-05-19,2013-07-05,1,0,47,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,219,0,0.1305125148986889,1678,151819.18999999997,90.47627532777112,0.0035756853396901,0.0013584580447307
23507,38538,10,968,724,0,Y,2013-04-08,2013-05-10,0,1,32,26-35,Married,0.0,3.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,90,0,0.1530612244897959,588,54253.7,92.26819727891156,0.0017006802721088,0.0016413627089028
23508,38540,13,485,1539,0,X,2013-05-19,2013-07-05,1,0,47,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,209,0,0.6238805970149254,335,50824.22,151.71408955223882,0.0,-0.0
23509,38542,26,979,834,0,X,2012-08-12,2012-09-21,1,0,40,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0428265524625267,467,45512.3,97.45674518201284,0.006423982869379,0.003952338159135
23510,38547,8,755,850,0,X,2013-02-16,2013-04-05,1,0,48,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,78,0,0.9397590361445785,83,8065.389999999999,97.1733734939759,0.0240963855421686,0.0048577936094844
23511,38548,8,672,1304,0,X,2013-02-16,2013-04-05,1,0,48,36-45,Married,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,188,1,0.6897810218978102,274,29581.94,107.96328467153285,0.0036496350364963,0.0003613691326532
23512,38550,8,979,621,0,X,2013-02-16,2013-04-05,1,0,48,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,135,0,0.15625,864,100721.11,116.57535879629629,0.0092592592592592,0.0029317587941594
23513,38552,30,706,922,0,X,2012-11-19,2013-01-04,1,0,46,70+,Married,0.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,371,12,0.745136186770428,514,70281.91,136.73523346303503,0.0019455252918287,0.0005068160498199
23514,38554,10,689,997,0,Y,2013-04-08,2013-05-10,0,1,32,36-45,Married,0.0,1.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,131,12,0.1569703622392974,911,92487.82,101.52340285400658,0.0043907793633369,0.001733093071066
23515,38555,8,97,115,0,X,2013-02-16,2013-04-05,1,0,48,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,83,17,0.8333333333333334,120,15231.09,126.92575,0.0,-0.0
23516,38556,13,673,1390,0,X,2013-05-19,2013-07-05,1,0,47,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,350,19,0.6846011131725418,539,49424.79,91.69719851576994,0.0037105751391465,0.0014413819461853
23517,38559,13,244,128,0,X,2013-05-19,2013-07-05,1,0,47,36-45,Married,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,323,0,0.1554379210779596,2078,180854.03,87.03273820981711,0.0057747834456207,0.0033462345295816
23518,38561,13,530,519,0,X,2013-05-19,2013-07-05,1,0,47,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,513,4,0.7014925373134329,737,70034.12999999999,95.02595658073268,0.0013568521031207,0.0005086091595626
23519,38564,8,102,603,0,X,2013-02-16,2013-04-05,1,0,48,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,762,441,1.2649842271293374,951,78192.44999999998,82.22129337539431,0.0115667718191377,0.0031886710289804
23520,38568,8,59,1026,0,X,2013-02-16,2013-04-05,1,0,48,26-35,Married,0.0,5.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,53,401,0.4053571428571428,1120,95732.46,85.4754107142857,0.00625,0.0026230392491742
23521,38569,10,689,302,0,Y,2013-04-08,2013-05-10,0,1,32,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,194,6,0.2496878901373283,801,91342.46,114.03553058676653,0.0099875156054931,0.0047769679073675
23522,38571,8,57,976,0,X,2013-02-16,2013-04-05,1,0,48,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,236,81,1.0782312925170068,294,24417.31,83.05207482993197,0.0170068027210884,0.0045222016675874
23523,38572,29,3,586,0,Y,2012-10-08,2012-11-30,0,1,53,46-55,Married,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,199,5,0.6845637583892618,298,37772.630000000005,126.75379194630874,0.0268456375838926,0.014616403464625
23524,38573,12,572,898,0,Y,2013-04-22,2013-05-24,0,1,32,36-45,Married,0.0,3.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,15,0,0.0055699962866691,2693,381407.47,141.62921277385814,0.0096546602302265,0.0029884574625662
23525,38574,30,638,1174,0,X,2012-11-19,2013-01-04,1,0,46,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0026737967914438,374,32879.22,87.91235294117648,0.0133689839572192,0.0037376190797713
23526,38575,13,155,394,0,X,2013-05-19,2013-07-05,1,0,47,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,450,116,0.9912434325744308,571,58454.62,102.37236427320492,0.0017513134851138,0.0007616164470832
23527,38577,11,1044,350,0,Y,2013-04-22,2013-06-07,0,1,46,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,38,0,0.0924574209245742,411,41783.52,101.66306569343068,0.0048661800486618,0.0014917364549468
23528,38578,13,992,952,0,X,2013-05-19,2013-07-05,1,0,47,46-55,Married,0.0,4.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,462,0,0.7804054054054054,592,56795.22,95.93787162162162,0.0118243243243243,0.0073941081661449
23529,38583,11,910,700,0,Y,2013-04-22,2013-06-07,0,1,46,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,51,0,0.0873287671232876,584,68253.4,116.8722602739726,0.0102739726027397,0.0044620487770572
23530,38584,9,896,295,0,Y,2013-03-11,2013-04-12,0,1,32,56-70,Married,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,6,0,0.0204778156996587,293,23224.11,79.26317406143345,0.0477815699658703,0.0337580212976945
23531,38585,26,262,455,0,X,2012-08-12,2012-09-21,1,0,40,46-55,Single,0.0,2.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,120,0,0.6417112299465241,187,20056.45,107.253743315508,0.0,-0.0
23532,38586,13,588,43,0,X,2013-05-19,2013-07-05,1,0,47,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90,0,0.167910447761194,536,47464.98,88.5540671641791,0.003731343283582,0.0007879493470765
23533,38587,29,265,1432,0,Y,2012-10-08,2012-11-30,0,1,53,26-35,Single,0.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,34,0,0.0620437956204379,548,59300.67999999999,108.2129197080292,0.0,-0.0
23534,38588,13,140,1502,0,X,2013-05-19,2013-07-05,1,0,47,46-55,Married,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,286,100,0.8752834467120182,441,52440.89,118.9135827664399,0.0090702947845804,0.0038986752513162
23535,38589,10,689,1231,0,Y,2013-04-08,2013-05-10,0,1,32,26-35,Married,0.0,3.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,162,16,0.3339587242026266,533,92613.11,173.75818011257036,0.0318949343339587,0.0070150975385666
23536,38590,29,613,962,0,Y,2012-10-08,2012-11-30,0,1,53,26-35,Married,1.0,3.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,317,1,0.7775061124694377,409,55126.23,134.7829584352078,0.0611246943765281,0.0117597376058547
23537,38592,30,563,833,0,X,2012-11-19,2013-01-04,1,0,46,56-70,Married,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,266,0,0.7055702917771883,377,43127.06999999999,114.39541114058352,0.0,-0.0
23538,38593,8,65,1302,0,X,2013-02-16,2013-04-05,1,0,48,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,234,83,0.7601918465227818,417,57771.16,138.5399520383693,0.0239808153477218,0.0055183243680756
23539,38595,30,858,153,0,X,2012-11-19,2013-01-04,1,0,46,46-55,Married,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,83,2,0.1205673758865248,705,41883.490000000005,59.40920567375887,0.0382978723404255,0.0130115709077729
23540,38597,30,997,369,0,X,2012-11-19,2013-01-04,1,0,46,56-70,Married,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,306,1,0.6115537848605578,502,60215.49,119.95117529880476,0.0,-0.0
23541,38599,8,60,1079,0,X,2013-02-16,2013-04-05,1,0,48,46-55,Married,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,51,230,0.5699797160243407,493,49795.65,101.0053752535497,0.0,-0.0
23542,38600,30,1068,1544,0,X,2012-11-19,2013-01-04,1,0,46,46-55,Married,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,678,0,0.735357917570499,922,80567.52,87.3834273318872,0.0216919739696312,0.0094389153346162
23543,38602,13,673,937,0,X,2013-05-19,2013-07-05,1,0,47,70+,Married,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,149,0,0.6367521367521367,234,21124.67,90.27636752136752,0.0042735042735042,0.0042154504662084
23544,38604,26,972,932,0,X,2012-08-12,2012-09-21,1,0,40,36-45,Married,0.0,1.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,74,0,0.5606060606060606,132,23525.47,178.22325757575757,0.0151515151515151,0.003012904736866
23545,38605,30,990,310,0,X,2012-11-19,2013-01-04,1,0,46,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,417,0,0.702020202020202,594,64462.97,108.52351851851851,0.0117845117845117,0.0046636076494769
23546,38608,8,481,634,0,X,2013-02-16,2013-04-05,1,0,48,56-70,Married,0.0,5.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,311,0,0.7873417721518987,395,36911.65999999999,93.44724050632908,0.0151898734177215,0.0038115327243478
23547,38609,8,661,695,0,X,2013-02-16,2013-04-05,1,0,48,56-70,Married,0.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,852,1,0.6318518518518519,1350,166727.55,123.50188888888889,0.0096296296296296,0.0019868342094632
23548,38610,30,672,1079,0,X,2012-11-19,2013-01-04,1,0,46,46-55,Married,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,278,2,0.7446808510638298,376,39367.92,104.70191489361702,0.0,-0.0
23549,38611,30,336,135,0,X,2012-11-19,2013-01-04,1,0,46,36-45,Married,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,343,94,0.9397849462365592,465,42631.850000000006,91.68139784946236,0.0086021505376344,0.0045869461447251
23550,38612,8,9,893,0,X,2013-02-16,2013-04-05,1,0,48,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,55,21,1.0857142857142856,70,5705.950000000001,81.51357142857144,0.0,-0.0
23551,38613,13,110,378,0,X,2013-05-19,2013-07-05,1,0,47,36-45,Married,0.0,5.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1131,481,1.040671400903809,1549,181708.82,117.3071788250484,0.0225952227243382,0.0054297859619582
23552,38614,13,588,668,0,X,2013-05-19,2013-07-05,1,0,47,26-35,Married,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,70,0,0.0770925110132158,908,103631.74,114.13187224669602,0.001101321585903,0.0001890347493924
23553,38615,13,147,703,0,X,2013-05-19,2013-07-05,1,0,47,46-55,Married,0.0,2.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,625,8,0.6777301927194861,934,162148.84,173.60689507494646,0.0021413276231263,0.00033826945663
23554,38620,8,78,249,0,X,2013-02-16,2013-04-05,1,0,48,26-35,Single,0.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,384,102,0.7928221859706363,613,82660.68,134.84613376835236,0.030995106035889,0.0075409493364922
23555,38623,12,466,38,0,Y,2013-04-22,2013-05-24,0,1,32,46-55,Single,0.0,2.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,617,7,0.7367178276269185,847,100374.83,118.50629279811096,0.0011806375442739,0.0003548698413735
23556,38625,13,170,1376,0,X,2013-05-19,2013-07-05,1,0,47,70+,Married,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,4,114,0.3782051282051282,312,54473.98,174.59608974358974,0.0096153846153846,0.0038579887131434
23557,38626,8,808,1408,0,X,2013-02-16,2013-04-05,1,0,48,26-35,Single,0.0,1.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3,0,0.0026315789473684,1140,136605.21000000002,119.82913157894738,0.0096491228070175,0.0032724227721622
23558,38627,8,807,1068,0,X,2013-02-16,2013-04-05,1,0,48,46-55,Married,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0,0.0007315288953913,1367,234154.1,171.2904901243599,0.0292611558156547,0.0113939068331496
23559,38628,8,722,414,0,X,2013-02-16,2013-04-05,1,0,48,70+,Married,0.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,582,1,0.7092457420924574,822,75934.49,92.37772506082726,0.0085158150851581,0.003442967747594
23560,38629,8,447,809,0,X,2013-02-16,2013-04-05,1,0,48,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,679,1,0.737527114967462,922,99094.66,107.47793926247289,0.0075921908893709,0.0046009542794737
23561,38630,8,276,750,0,X,2013-02-16,2013-04-05,1,0,48,18-25,Married,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,46,1,0.0451055662188099,1042,90956.41,87.2902207293666,0.0019193857965451,0.0004894652284539
23562,38631,13,128,810,0,X,2013-05-19,2013-07-05,1,0,47,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,845,342,1.0467372134038802,1134,87844.09999999999,77.46393298059964,0.0,-0.0
23563,38635,8,598,297,0,X,2013-02-16,2013-04-05,1,0,48,70+,Single,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,85,1,0.6771653543307087,127,12184.47,95.94070866141732,0.0393700787401574,0.0112544903471386
23564,38636,13,960,933,1,X,2013-05-19,2013-07-05,1,0,47,26-35,Married,0.0,2.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,400,12,0.7436823104693141,554,47538.67,85.80987364620938,0.0126353790613718,0.006893335467736
23565,38639,30,314,801,0,X,2012-11-19,2013-01-04,1,0,46,26-35,Single,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,398,128,0.8825503355704698,596,83897.2,140.76711409395972,0.0050335570469798,0.001120776378711
23566,38640,12,1075,1036,0,Y,2013-04-22,2013-05-24,0,1,32,36-45,Married,0.0,2.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,926,0,0.6884758364312268,1345,160336.41,119.20922676579926,0.0,-0.0
23567,38642,9,788,479,0,Y,2013-03-11,2013-04-12,0,1,32,46-55,Married,0.0,2.0,1.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,706,77,0.7297297297297297,1073,102342.32,95.37960857409134,0.0018639328984156,0.0004350106583473
23568,38643,8,579,83,0,X,2013-02-16,2013-04-05,1,0,48,46-55,Single,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,53,0,0.0909090909090909,583,69695.73,119.54670668953688,0.0,-0.0
23569,38647,8,942,1127,0,X,2013-02-16,2013-04-05,1,0,48,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,277,2,0.7815126050420168,357,54770.7,153.41932773109244,0.0028011204481792,0.0006503477224136
23570,38648,30,371,667,0,X,2012-11-19,2013-01-04,1,0,46,26-35,Married,0.0,2.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,675,379,1.2170900692840647,866,60065.89,69.36015011547344,0.0034642032332563,0.001630709209503
23571,38649,12,779,1444,0,Y,2013-04-22,2013-05-24,0,1,32,46-55,Married,0.0,2.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1543,0,0.6496842105263158,2375,303265.4,127.69069473684212,0.0054736842105263,0.0052490326954542
23572,38653,8,95,1467,0,X,2013-02-16,2013-04-05,1,0,48,36-45,Married,0.0,2.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,205,54,0.819620253164557,316,35534.4,112.4506329113924,0.0727848101265822,0.0200175041649781
23573,38654,13,606,952,0,X,2013-05-19,2013-07-05,1,0,47,46-55,Married,0.0,4.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,462,22,0.8175675675675675,592,56795.22,95.93787162162162,0.0118243243243243,0.0073941081661449
23574,38655,29,943,1339,0,Y,2012-10-08,2012-11-30,0,1,53,56-70,Single,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,263,0,0.6976127320954907,377,47821.05,126.84628647214856,0.0106100795755968,0.0044691615930641
23575,38657,13,450,458,0,X,2013-05-19,2013-07-05,1,0,47,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,255,0,0.2305605786618444,1106,96604.66,87.34598553345388,0.0036166365280289,0.003336899068844
23576,38658,13,483,1460,0,X,2013-05-19,2013-07-05,1,0,47,46-55,Married,0.0,2.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1077,0,0.6057367829021373,1778,242773.36,136.54294713160854,0.0033745781777277,0.0015097620266078
23577,38659,4,459,514,0,Y,2013-01-07,2013-02-08,0,1,32,26-35,Married,0.0,2.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,207,0,0.6349693251533742,326,54384.11,166.82242331288344,0.0,-0.0
23578,38661,8,804,1531,0,X,2013-02-16,2013-04-05,1,0,48,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0.0042016806722689,714,69578.87,97.44939775910365,0.0,-0.0
23579,38663,26,1080,384,0,X,2012-08-12,2012-09-21,1,0,40,36-45,Single,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,118,0,0.7712418300653595,153,14877.329999999998,97.23745098039214,0.0065359477124183,0.0023942468171372
23580,38664,8,51,209,0,X,2013-02-16,2013-04-05,1,0,48,26-35,Married,0.0,1.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,309,69,0.816414686825054,463,35347.47,76.34442764578834,0.0,-0.0
23581,38666,13,726,1050,0,X,2013-05-19,2013-07-05,1,0,47,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,183,0,0.782051282051282,234,23028.54,98.4125641025641,0.0085470085470085,0.007733881522667
23582,38667,13,26,1413,0,X,2013-05-19,2013-07-05,1,0,47,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,31,0,0.0798969072164948,388,31847.75,82.08182989690722,0.0077319587628865,0.0079186127748428
23583,38668,13,114,900,0,X,2013-05-19,2013-07-05,1,0,47,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,712,199,0.9343589743589744,975,89472.57999999999,91.7667487179487,0.001025641025641,0.0003981107955085
23584,38671,9,870,902,0,Y,2013-03-11,2013-04-12,0,1,32,46-55,Married,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,110,3,0.3923611111111111,288,37917.53,131.65809027777777,0.0,-0.0
23585,38673,13,467,1319,0,X,2013-05-19,2013-07-05,1,0,47,46-55,Single,0.0,1.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1061,30,0.7854571634269258,1389,166209.71999999997,119.6614254859611,0.0021598272138228,0.0009858027556992
23586,38675,13,714,1141,0,X,2013-05-19,2013-07-05,1,0,47,70+,Married,0.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,66,0,0.076036866359447,868,140498.7,161.8648617511521,0.0115207373271889,0.0031310609991409
23587,38678,8,383,594,1,X,2013-02-16,2013-04-05,1,0,48,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,551,2,0.8026124818577649,689,80914.66,117.4378229317852,0.0029027576197387,0.0004622153760517
23588,38679,5,967,458,0,Y,2013-01-12,2013-02-15,0,1,34,,,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,213,0,0.2488317757009346,856,76942.04999999999,89.88557242990653,0.0035046728971962,0.0018749175515859
